id;nom;prenom;email;id-2;user_id;machine_id;amount
4;njytj;qwrqr;NULL;58;4;26;25
4;njytj;qwrqr;NULL;21;4;15;50
4;njytj;qwrqr;NULL;185;4;41;25
5;rthewy;dcsv;NULL;151;5;37;50
5;rthewy;dcsv;NULL;258;5;48;100
5;rthewy;dcsv;NULL;217;5;44;100
5;rthewy;dcsv;NULL;248;5;47;0
5;rthewy;dcsv;NULL;238;5;46;100
5;rthewy;dcsv;NULL;228;5;45;0
5;rthewy;dcsv;NULL;485;5;63;100
5;rthewy;dcsv;NULL;134;5;35;50
5;rthewy;dcsv;NULL;38;5;22;50
5;rthewy;dcsv;NULL;22;5;15;100
5;rthewy;dcsv;NULL;475;5;62;0
5;rthewy;dcsv;NULL;50;5;25;50
5;rthewy;dcsv;NULL;465;5;61;100
5;rthewy;dcsv;NULL;59;5;26;50
5;rthewy;dcsv;NULL;455;5;60;0
5;rthewy;dcsv;NULL;67;5;27;50
5;rthewy;dcsv;NULL;83;5;29;50
5;rthewy;dcsv;NULL;452;5;59;100
5;rthewy;dcsv;NULL;442;5;58;0
5;rthewy;dcsv;NULL;92;5;30;50
5;rthewy;dcsv;NULL;432;5;57;100
5;rthewy;dcsv;NULL;101;5;31;50
5;rthewy;dcsv;NULL;505;5;65;100
5;rthewy;dcsv;NULL;422;5;56;0
5;rthewy;dcsv;NULL;109;5;32;50
5;rthewy;dcsv;NULL;409;5;55;0.0054263566
5;rthewy;dcsv;NULL;117;5;33;50
5;rthewy;dcsv;NULL;30;5;20;100
5;rthewy;dcsv;NULL;394;5;11;150
5;rthewy;dcsv;NULL;387;5;9;200
5;rthewy;dcsv;NULL;380;5;6;50
5;rthewy;dcsv;NULL;143;5;36;50
5;rthewy;dcsv;NULL;126;5;34;50
5;rthewy;dcsv;NULL;373;5;4;50
5;rthewy;dcsv;NULL;368;5;3;50
5;rthewy;dcsv;NULL;362;5;2;50
5;rthewy;dcsv;NULL;318;5;54;100
5;rthewy;dcsv;NULL;160;5;38;50
5;rthewy;dcsv;NULL;308;5;53;0
5;rthewy;dcsv;NULL;175;5;39;0
5;rthewy;dcsv;NULL;495;5;64;0
5;rthewy;dcsv;NULL;298;5;52;100
5;rthewy;dcsv;NULL;183;5;40;100
5;rthewy;dcsv;NULL;288;5;51;0
5;rthewy;dcsv;NULL;192;5;41;0
5;rthewy;dcsv;NULL;278;5;50;100
5;rthewy;dcsv;NULL;200;5;42;100
5;rthewy;dcsv;NULL;268;5;49;0
5;rthewy;dcsv;NULL;209;5;43;0
6;dfgwrg;qrerq;NULL;312;6;54;15
6;dfgwrg;qrerq;NULL;110;6;32;15
6;dfgwrg;qrerq;NULL;272;6;50;15
6;dfgwrg;qrerq;NULL;416;6;56;15
6;dfgwrg;qrerq;NULL;211;6;44;15
6;dfgwrg;qrerq;NULL;39;6;22;15
6;dfgwrg;qrerq;NULL;102;6;31;15
6;dfgwrg;qrerq;NULL;426;6;57;15
6;dfgwrg;qrerq;NULL;169;6;39;15
6;dfgwrg;qrerq;NULL;93;6;30;15
6;dfgwrg;qrerq;NULL;232;6;46;15
6;dfgwrg;qrerq;NULL;302;6;53;15
6;dfgwrg;qrerq;NULL;84;6;29;15
6;dfgwrg;qrerq;NULL;436;6;58;15
6;dfgwrg;qrerq;NULL;252;6;48;15
6;dfgwrg;qrerq;NULL;446;6;59;15
6;dfgwrg;qrerq;NULL;177;6;40;15
6;dfgwrg;qrerq;NULL;242;6;47;15
6;dfgwrg;qrerq;NULL;203;6;43;15
6;dfgwrg;qrerq;NULL;292;6;52;15
6;dfgwrg;qrerq;NULL;509;6;65;27
6;dfgwrg;qrerq;NULL;68;6;27;15
6;dfgwrg;qrerq;NULL;222;6;45;15
6;dfgwrg;qrerq;NULL;459;6;60;3
6;dfgwrg;qrerq;NULL;60;6;26;15
6;dfgwrg;qrerq;NULL;186;6;41;15
6;dfgwrg;qrerq;NULL;127;6;34;15
6;dfgwrg;qrerq;NULL;489;6;63;27
6;dfgwrg;qrerq;NULL;282;6;51;15
6;dfgwrg;qrerq;NULL;469;6;61;27
6;dfgwrg;qrerq;NULL;23;6;15;30
6;dfgwrg;qrerq;NULL;262;6;49;15
6;dfgwrg;qrerq;NULL;144;6;36;15
6;dfgwrg;qrerq;NULL;51;6;25;15
6;dfgwrg;qrerq;NULL;376;6;4;30
6;dfgwrg;qrerq;NULL;383;6;6;30
6;dfgwrg;qrerq;NULL;194;6;42;15
6;dfgwrg;qrerq;NULL;371;6;3;30
6;dfgwrg;qrerq;NULL;31;6;20;30
6;dfgwrg;qrerq;NULL;152;6;37;15
6;dfgwrg;qrerq;NULL;499;6;64;3
6;dfgwrg;qrerq;NULL;135;6;35;15
6;dfgwrg;qrerq;NULL;479;6;62;3
6;dfgwrg;qrerq;NULL;365;6;2;30
6;dfgwrg;qrerq;NULL;390;6;9;30
6;dfgwrg;qrerq;NULL;118;6;33;15
6;dfgwrg;qrerq;NULL;397;6;11;30
6;dfgwrg;qrerq;NULL;161;6;38;15
6;dfgwrg;qrerq;NULL;412;6;55;0.0018604652
7;wefwew;wetw4t;NULL;195;7;42;100
7;wefwew;wetw4t;NULL;24;7;15;200
7;wefwew;wetw4t;NULL;32;7;20;200
7;wefwew;wetw4t;NULL;128;7;34;100
7;wefwew;wetw4t;NULL;40;7;22;100
7;wefwew;wetw4t;NULL;52;7;25;100
7;wefwew;wetw4t;NULL;61;7;26;100
7;wefwew;wetw4t;NULL;69;7;27;100
7;wefwew;wetw4t;NULL;85;7;29;100
7;wefwew;wetw4t;NULL;94;7;30;100
7;wefwew;wetw4t;NULL;103;7;31;100
7;wefwew;wetw4t;NULL;111;7;32;100
7;wefwew;wetw4t;NULL;119;7;33;100
7;wefwew;wetw4t;NULL;136;7;35;100
7;wefwew;wetw4t;NULL;145;7;36;100
7;wefwew;wetw4t;NULL;153;7;37;100
7;wefwew;wetw4t;NULL;162;7;38;100
7;wefwew;wetw4t;NULL;170;7;39;100
7;wefwew;wetw4t;NULL;178;7;40;100
7;wefwew;wetw4t;NULL;187;7;41;100
7;wefwew;wetw4t;NULL;204;7;43;100
7;wefwew;wetw4t;NULL;212;7;44;100
7;wefwew;wetw4t;NULL;313;7;54;100
7;wefwew;wetw4t;NULL;223;7;45;100
7;wefwew;wetw4t;NULL;233;7;46;100
7;wefwew;wetw4t;NULL;243;7;47;100
7;wefwew;wetw4t;NULL;253;7;48;100
7;wefwew;wetw4t;NULL;263;7;49;100
7;wefwew;wetw4t;NULL;273;7;50;100
7;wefwew;wetw4t;NULL;283;7;51;100
7;wefwew;wetw4t;NULL;293;7;52;100
7;wefwew;wetw4t;NULL;303;7;53;100
7;wefwew;wetw4t;NULL;361;7;2;20
7;wefwew;wetw4t;NULL;367;7;3;150
7;wefwew;wetw4t;NULL;372;7;4;100
7;wefwew;wetw4t;NULL;379;7;6;100
7;wefwew;wetw4t;NULL;386;7;9;100
7;wefwew;wetw4t;NULL;393;7;11;200
7;wefwew;wetw4t;NULL;402;7;55;0.006976744
7;wefwew;wetw4t;NULL;417;7;56;100
7;wefwew;wetw4t;NULL;427;7;57;100
7;wefwew;wetw4t;NULL;437;7;58;100
7;wefwew;wetw4t;NULL;447;7;59;100
7;wefwew;wetw4t;NULL;460;7;60;20
7;wefwew;wetw4t;NULL;470;7;61;180
7;wefwew;wetw4t;NULL;480;7;62;20
7;wefwew;wetw4t;NULL;490;7;63;180
7;wefwew;wetw4t;NULL;500;7;64;20
7;wefwew;wetw4t;NULL;510;7;65;180
8;sdrg;awr;NULL;129;8;34;20
8;sdrg;awr;NULL;501;8;64;4
8;sdrg;awr;NULL;146;8;36;20
8;sdrg;awr;NULL;171;8;39;20
8;sdrg;awr;NULL;374;8;4;20
8;sdrg;awr;NULL;154;8;37;20
8;sdrg;awr;NULL;314;8;54;20
8;sdrg;awr;NULL;481;8;62;4
8;sdrg;awr;NULL;369;8;3;20
8;sdrg;awr;NULL;33;8;20;40
8;sdrg;awr;NULL;363;8;2;20
8;sdrg;awr;NULL;163;8;38;20
8;sdrg;awr;NULL;205;8;43;20
8;sdrg;awr;NULL;511;8;65;36
8;sdrg;awr;NULL;41;8;22;20
8;sdrg;awr;NULL;471;8;61;36
8;sdrg;awr;NULL;244;8;47;20
8;sdrg;awr;NULL;53;8;25;20
8;sdrg;awr;NULL;274;8;50;20
8;sdrg;awr;NULL;491;8;63;36
8;sdrg;awr;NULL;461;8;60;4
8;sdrg;awr;NULL;25;8;15;40
8;sdrg;awr;NULL;196;8;42;20
8;sdrg;awr;NULL;62;8;26;20
8;sdrg;awr;NULL;448;8;59;20
8;sdrg;awr;NULL;438;8;58;20
8;sdrg;awr;NULL;224;8;45;20
8;sdrg;awr;NULL;70;8;27;20
8;sdrg;awr;NULL;284;8;51;20
8;sdrg;awr;NULL;254;8;48;20
8;sdrg;awr;NULL;86;8;29;20
8;sdrg;awr;NULL;95;8;30;20
8;sdrg;awr;NULL;188;8;41;20
8;sdrg;awr;NULL;428;8;57;20
8;sdrg;awr;NULL;104;8;31;20
8;sdrg;awr;NULL;418;8;56;20
8;sdrg;awr;NULL;234;8;46;20
8;sdrg;awr;NULL;112;8;32;20
8;sdrg;awr;NULL;294;8;52;20
8;sdrg;awr;NULL;264;8;49;20
8;sdrg;awr;NULL;410;8;55;0.0018604652
8;sdrg;awr;NULL;120;8;33;20
8;sdrg;awr;NULL;179;8;40;20
8;sdrg;awr;NULL;395;8;11;40
8;sdrg;awr;NULL;388;8;9;40
8;sdrg;awr;NULL;137;8;35;20
8;sdrg;awr;NULL;213;8;44;20
8;sdrg;awr;NULL;381;8;6;40
8;sdrg;awr;NULL;304;8;53;20
9;wdgsfger;we2;NULL;255;9;48;10
9;wdgsfger;we2;NULL;206;9;43;10
9;wdgsfger;we2;NULL;265;9;49;10
9;wdgsfger;we2;NULL;197;9;42;10
9;wdgsfger;we2;NULL;275;9;50;10
9;wdgsfger;we2;NULL;189;9;41;10
9;wdgsfger;we2;NULL;285;9;51;10
9;wdgsfger;we2;NULL;180;9;40;10
9;wdgsfger;we2;NULL;295;9;52;10
9;wdgsfger;we2;NULL;172;9;39;10
9;wdgsfger;we2;NULL;305;9;53;10
9;wdgsfger;we2;NULL;315;9;54;10
9;wdgsfger;we2;NULL;164;9;38;10
9;wdgsfger;we2;NULL;34;9;20;20
9;wdgsfger;we2;NULL;155;9;37;10
9;wdgsfger;we2;NULL;147;9;36;10
9;wdgsfger;we2;NULL;377;9;4;20
9;wdgsfger;we2;NULL;138;9;35;10
9;wdgsfger;we2;NULL;384;9;6;20
9;wdgsfger;we2;NULL;502;9;64;2
9;wdgsfger;we2;NULL;391;9;9;20
9;wdgsfger;we2;NULL;121;9;33;10
9;wdgsfger;we2;NULL;398;9;11;20
9;wdgsfger;we2;NULL;113;9;32;10
9;wdgsfger;we2;NULL;413;9;55;0.0009302326
9;wdgsfger;we2;NULL;419;9;56;10
9;wdgsfger;we2;NULL;105;9;31;10
9;wdgsfger;we2;NULL;429;9;57;10
9;wdgsfger;we2;NULL;96;9;30;10
9;wdgsfger;we2;NULL;87;9;29;10
9;wdgsfger;we2;NULL;71;9;27;10
9;wdgsfger;we2;NULL;26;9;15;20
9;wdgsfger;we2;NULL;439;9;58;10
9;wdgsfger;we2;NULL;449;9;59;10
9;wdgsfger;we2;NULL;63;9;26;10
9;wdgsfger;we2;NULL;462;9;60;2
9;wdgsfger;we2;NULL;54;9;25;10
9;wdgsfger;we2;NULL;472;9;61;18
9;wdgsfger;we2;NULL;42;9;22;10
9;wdgsfger;we2;NULL;482;9;62;2
9;wdgsfger;we2;NULL;130;9;34;10
9;wdgsfger;we2;NULL;512;9;65;18
9;wdgsfger;we2;NULL;235;9;46;10
9;wdgsfger;we2;NULL;225;9;45;10
9;wdgsfger;we2;NULL;245;9;47;10
9;wdgsfger;we2;NULL;214;9;44;10
9;wdgsfger;we2;NULL;492;9;63;18
10;rq23r;ergqeg;NULL;296;10;52;25
10;rq23r;ergqeg;NULL;207;10;43;25
10;rq23r;ergqeg;NULL;215;10;44;25
10;rq23r;ergqeg;NULL;173;10;39;25
10;rq23r;ergqeg;NULL;440;10;58;25
10;rq23r;ergqeg;NULL;450;10;59;25
10;rq23r;ergqeg;NULL;392;10;9;50
10;rq23r;ergqeg;NULL;484;10;62;5
10;rq23r;ergqeg;NULL;64;10;26;25
10;rq23r;ergqeg;NULL;122;10;33;25
10;rq23r;ergqeg;NULL;148;10;36;25
10;rq23r;ergqeg;NULL;97;10;30;25
10;rq23r;ergqeg;NULL;276;10;50;25
10;rq23r;ergqeg;NULL;316;10;54;25
10;rq23r;ergqeg;NULL;131;10;34;25
10;rq23r;ergqeg;NULL;464;10;60;5
10;rq23r;ergqeg;NULL;385;10;6;50
10;rq23r;ergqeg;NULL;156;10;37;25
10;rq23r;ergqeg;NULL;55;10;25;25
10;rq23r;ergqeg;NULL;256;10;48;25
10;rq23r;ergqeg;NULL;494;10;63;45
10;rq23r;ergqeg;NULL;514;10;65;45
10;rq23r;ergqeg;NULL;198;10;42;25
10;rq23r;ergqeg;NULL;246;10;47;25
10;rq23r;ergqeg;NULL;236;10;46;25
10;rq23r;ergqeg;NULL;474;10;61;45
10;rq23r;ergqeg;NULL;430;10;57;25
10;rq23r;ergqeg;NULL;165;10;38;25
10;rq23r;ergqeg;NULL;43;10;22;25
10;rq23r;ergqeg;NULL;399;10;11;50
10;rq23r;ergqeg;NULL;414;10;55;0.0023255814
10;rq23r;ergqeg;NULL;139;10;35;25
10;rq23r;ergqeg;NULL;266;10;49;25
10;rq23r;ergqeg;NULL;106;10;31;25
10;rq23r;ergqeg;NULL;88;10;29;25
10;rq23r;ergqeg;NULL;35;10;20;50
10;rq23r;ergqeg;NULL;306;10;53;25
10;rq23r;ergqeg;NULL;504;10;64;5
10;rq23r;ergqeg;NULL;286;10;51;25
10;rq23r;ergqeg;NULL;181;10;40;25
10;rq23r;ergqeg;NULL;72;10;27;25
10;rq23r;ergqeg;NULL;378;10;4;50
10;rq23r;ergqeg;NULL;114;10;32;25
10;rq23r;ergqeg;NULL;27;10;15;50
10;rq23r;ergqeg;NULL;226;10;45;25
10;rq23r;ergqeg;NULL;190;10;41;25
10;rq23r;ergqeg;NULL;420;10;56;25
11;wrgwfg;wefwe;NULL;140;11;35;25
11;wrgwfg;wefwe;NULL;297;11;52;25
11;wrgwfg;wefwe;NULL;115;11;32;25
11;wrgwfg;wefwe;NULL;400;11;11;50
11;wrgwfg;wefwe;NULL;216;11;44;25
11;wrgwfg;wefwe;NULL;107;11;31;25
11;wrgwfg;wefwe;NULL;28;11;15;50
11;wrgwfg;wefwe;NULL;493;11;63;45
11;wrgwfg;wefwe;NULL;421;11;56;25
11;wrgwfg;wefwe;NULL;182;11;40;25
11;wrgwfg;wefwe;NULL;98;11;30;25
11;wrgwfg;wefwe;NULL;431;11;57;25
11;wrgwfg;wefwe;NULL;237;11;46;25
11;wrgwfg;wefwe;NULL;287;11;51;25
11;wrgwfg;wefwe;NULL;89;11;29;25
11;wrgwfg;wefwe;NULL;227;11;45;25
11;wrgwfg;wefwe;NULL;73;11;27;25
11;wrgwfg;wefwe;NULL;36;11;20;50
11;wrgwfg;wefwe;NULL;191;11;41;25
11;wrgwfg;wefwe;NULL;257;11;48;25
11;wrgwfg;wefwe;NULL;441;11;58;25
11;wrgwfg;wefwe;NULL;451;11;59;25
11;wrgwfg;wefwe;NULL;65;11;26;25
11;wrgwfg;wefwe;NULL;208;11;43;25
11;wrgwfg;wefwe;NULL;277;11;50;25
11;wrgwfg;wefwe;NULL;463;11;60;5
11;wrgwfg;wefwe;NULL;56;11;25;25
11;wrgwfg;wefwe;NULL;473;11;61;45
11;wrgwfg;wefwe;NULL;44;11;22;25
11;wrgwfg;wefwe;NULL;247;11;47;25
11;wrgwfg;wefwe;NULL;199;11;42;25
11;wrgwfg;wefwe;NULL;267;11;49;25
11;wrgwfg;wefwe;NULL;157;11;37;25
11;wrgwfg;wefwe;NULL;366;11;2;10
11;wrgwfg;wefwe;NULL;317;11;54;25
11;wrgwfg;wefwe;NULL;166;11;38;25
11;wrgwfg;wefwe;NULL;149;11;36;25
11;wrgwfg;wefwe;NULL;513;11;65;45
11;wrgwfg;wefwe;NULL;483;11;62;5
11;wrgwfg;wefwe;NULL;307;11;53;25
11;wrgwfg;wefwe;NULL;132;11;34;25
11;wrgwfg;wefwe;NULL;174;11;39;25
11;wrgwfg;wefwe;NULL;123;11;33;25
11;wrgwfg;wefwe;NULL;503;11;64;5
12;eegett;cwdfwe;NULL;279;12;50;3
12;eegett;cwdfwe;NULL;309;12;53;3
12;eegett;cwdfwe;NULL;230;12;45;5
12;eegett;cwdfwe;NULL;496;12;64;1
12;eegett;cwdfwe;NULL;456;12;60;1
12;eegett;cwdfwe;NULL;239;12;46;3
12;eegett;cwdfwe;NULL;443;12;58;3
12;eegett;cwdfwe;NULL;299;12;52;3
12;eegett;cwdfwe;NULL;453;12;59;3
12;eegett;cwdfwe;NULL;269;12;49;3
12;eegett;cwdfwe;NULL;433;12;57;3
12;eegett;cwdfwe;NULL;319;12;54;3
12;eegett;cwdfwe;NULL;476;12;62;1
12;eegett;cwdfwe;NULL;249;12;47;3
12;eegett;cwdfwe;NULL;466;12;61;5
12;eegett;cwdfwe;NULL;486;12;63;5
12;eegett;cwdfwe;NULL;289;12;51;3
12;eegett;cwdfwe;NULL;218;12;43;0
12;eegett;cwdfwe;NULL;259;12;48;3
12;eegett;cwdfwe;NULL;506;12;65;5
12;eegett;cwdfwe;NULL;423;12;56;3
12;eegett;cwdfwe;NULL;219;12;44;0
